id,institutionCode,catalogNumber,recordedBy,year,month,day,decimalLatitude,decimalLongitude,Personal ID status,,,,,,,
14200649,iNat,76521833,jsfox,2021,4,30,40.41976667,-79.88821333,maybe,,,,,,,
14306410,iNat,148035619,sycamoreshoals,2022,4,30,36.342817,-82.253695,maybe,,,,,,,
13647556,iNat,158070545,Karen,2023,4,30,37.60210514,-89.24366299,maybe,,,,,,,
14226564,iNat,158186098,Matt Parr,2023,4,30,40.03560167,-75.20329167,maybe,,,,,,,
14226690,iNat,158506278,Cara Coulter,2023,4,30,40.6944945,-79.62459524,maybe,,,,,,,
8107212,MUOB,MUOB 237643,Dave W,2016,4,30,41.1646,-75.9602,maybe,,,,,,,
8131178,MUOB,MUOB 275689,Dave W,2017,4,30,40.9722,-77.7603,maybe,,,,,,,
8187078,MUOB,MUOB 366734,DracoMalfoy,2019,4,30,38.8567,-77.1713,maybe,,,,,,,
12250076,iNaturalist,113872165,deniseb108,2022,4,30,38.9617967,-77.0317984,n/a,,,,,,,
12250091,iNaturalist,113875391,deniseb108,2022,4,30,38.9617967,-77.0317984,n/a,,,,,,,
12250099,iNaturalist,113877007,deniseb108,2022,4,30,38.95694561,-77.04452389,n/a,,,,,,,
12255060,iNaturalist,114882719,Mitch,2022,4,30,38.95706667,-77.0445555,n/a,,,,,,,
12250171,iNat,113893192,Carol Mullen,2022,4,30,38.85929619,-77.04661876,no,,,,,,,
6920241,iNat,8764285,Jake Young,2017,4,30,41.25605,-81.5679,yes,,,,,,,
13664506,iNat,25665105,Johnny,2019,4,30,40.70273802,-85.93528056,yes,,,,,,,
13715423,iNat,158166305,Margaret,2023,4,30,38.1318615,-85.8264457,yes,,,,,,,
14226655,iNat,158399474,Jason Simons,2023,4,30,40.31867717,-79.45539126,yes,,,,,,,
14106655,iNat,158608784,Gavin,2023,4,30,39.49364324,-82.00729776,yes,,,,,,,
13715460,iNat,158718652,Mary W. Yandell,2023,4,30,38.15341015,-85.80049449,yes,,,,,,,
14226968,iNat,159355571,Jeremy Schwed,2022,4,30,39.85569566,-75.35844398,yes,,,,,,,
8042154,MUOB,MUOB 132735,Rocky Houghtby,2013,4,30,35.9477,-83.1066,yes,,,,,,,
8141938,MUOB,MUOB 292404,Jake Young,2017,4,30,41.2623,-81.5694,yes,,,,,,,
12886483,iNat,76181533,Tim Emhoff,2021,5,1,38.47096944,-76.88104722,maybe,,,,,,,
14097320,iNat,115847783,Gregg Below-Fi,1998,5,1,40.36418832,-82.91693082,maybe,,,,,,,
13647760,iNat,159888860,Mclintoc,2023,5,1,38.49052805,-89.10728646,maybe,,,,,,,
14121655,iNat,212925473,Summit Metro Parks,2024,5,1,41.02656324,-81.45721713,maybe,,,,,,,
12887668,iNat,76406323,izabela24,2021,5,1,39.9844798,-75.21370622,yes,,,,,,,
12887710,iNat,76409142,izabela24,2021,5,1,39.9856786,-75.21496327,yes,,,,,,,
12889156,iNat,76656667,Cara Coulter,2021,5,1,40.57727643,-80.2986438,yes,,,,,,,
12252151,iNat,114288385,Mycoprof,2022,5,1,38.85516667,-78.16725278,yes,,,,,,,
12252376,iNat,114335840,jjoyjames,2022,5,1,36.61607,-81.71553,yes,,,,,,,
12549439,iNat,44642451,Matt Schultz,2020,5,2,40.96173779,-75.24103807,maybe,,,,,,,
12889261,iNat,76673226,pamnagy,2021,5,2,40.23883986,-80.32785287,maybe,,,,,,,
12893247,iNat,77388748,Fluff Berger,2021,5,2,40.6237434,-80.1136994,maybe,,,,,,,
6889993,iNat,665042,Christopher Tracey,2014,5,2,40.31037472,-79.840635,yes,,,,,,,
12343325,iNat,24383768,Joe Malmisur,2019,5,2,41.16801071,-81.56134033,yes,,,,,,,
12353735,iNat,25665755,Johnny,2019,5,2,41.11515594,-85.29295126,yes,,,,,,,
12550160,iNat,44742367,TroutFly,2020,5,2,40.48815951,-79.64088725,yes,,,,,,,
13668896,iNat,76950969,Esteban M. Coria,2021,5,2,41.30799435,-85.90203091,yes,,,,,,,
14227030,iNat,159551252,Robert Bosiljevac,2023,5,2,40.57044298,-79.90848966,yes,,,,,,,
8131035,MUOB,MUOB 275449,FlyingSpaceKittens,2017,5,2,41.0302,-75.2066,yes,,,,,,,
14193613,iNat,44797466,Em Ecurb,2020,5,3,40.06273231,-75.68159547,maybe,,,,,,,
14200894,iNat,78135141,George Pushkal,2021,5,3,39.87907943,-75.33686148,maybe,,,,,,,
12256556,iNat,115202791,Annie Weissman,2022,5,3,38.81283095,-77.18116062,maybe,,,,,,,
14209056,iNat,115258036,blaise,2022,5,3,40.76317661,-77.94872854,maybe,,,,,,,
14261227,iNat,235183524,Sophia BenJeddi,2020,5,3,40.49462458,-78.23750321,maybe,,,,,,,
8107321,MUOB,MUOB 237813,AJ,2016,5,3,42.0858,-80.1164,maybe,,,,,,,
8131060,MUOB,MUOB 275489,Penny Firth,2017,5,3,38.53,-78.15,maybe,,,,,,,
11193693,F,C0326214F,M. Kuo,2004,5,3,39.55,-88.2333,n/a,,,,,,,
12550706,iNat,44814777,Fluff Berger,2020,5,3,40.6508973,-80.1763467,yes,,,,,,,
12551986,iNat,44974978,sboyajian,2020,5,3,40.87393659,-73.92160937,yes,,,,,,,
12551988,iNat,44975053,sboyajian,2020,5,3,40.87184,-73.92506333,yes,,,,,,,
12553539,iNat,45183126,Brian Hunt,2020,5,3,39.33120747,-86.10877464,yes,,,,,,,
14209039,iNat,115172611,Robert Bosiljevac,2022,5,3,40.65728286,-79.92978573,yes,,,,,,,
14227027,iNat,159550525,Robert Bosiljevac,2023,5,3,40.66576468,-79.95559538,yes,,,,,,,
8107320,MUOB,MUOB 237812,AJ,2016,5,3,42.0858,-80.1164,yes,,,,,,,
8018949,MUOB,MUOB 93905,Dave W,2012,5,3,40.8431,-74.9859,yes,,,,,,,
12344628,iNat,24559270,sboyajian,2019,5,4,40.86789368,-73.92860692,yes,,,,,,,
14209083,iNat,115545423,rowanny,2022,5,4,39.82103958,-75.68363019,yes,,,,,,,
14464260,iNat,116404644,mmkimberly,2022,5,4,37.90741667,-81.1334,yes,,,,,,,
14227105,iNat,159744108,Alyssa Landa,2023,5,4,40.14951667,-79.26555,yes,,,,,,,
8156477,MUOB,MUOB 315913,Dave W,2018,5,4,39.5615,-76.2892,yes,,,,,,,
14120535,iNat,202230848,Kennedy Peters,2020,5,5,40.36187,-82.35643833,maybe,,,,,,,
13663243,iNat,12156370,kingopal,2018,5,5,41.01000545,-85.29671197,yes,,,,,,,
14343210,iNat,24722454,yakfur,2014,5,5,38.8522842,-77.190931,yes,,,,,,,
12353742,iNat,25666421,Johnny,2019,5,5,39.8629028,-87.29010438,yes,,,,,,,
12259106,iNat,115632801,aviz,2022,5,5,41.6933798,-86.3800122,yes,,,,,,,
12263924,iNat,116374434,Tomás Curtis,2022,5,5,41.15751445,-81.25464653,yes,,,,,,,
13688024,iNat,159950208,jsteindt,2023,5,5,39.79752167,-84.9609,yes,,,,,,,
13832952,iNat,159973499,Stephen Castiglione,2023,5,5,42.30198333,-83.72905833,yes,,,,,,,
13937519,iNat,12203560,hadasparag,2018,5,6,40.33833313,-74.65777588,maybe,,,,,,,
12259786,iNat,115755665,rowanny,2022,5,6,39.91703595,-75.78563932,maybe,,,,,,,
14106877,iNat,160200822,jglact,2023,5,6,39.37917781,-84.07512664,maybe,,,,,,,
12345811,iNat,24713748,nissajordan,2019,5,6,40.54448333,-75.51353333,yes,,,,,,,
12895151,iNat,77650401,joshdigga,2021,5,6,40.86590181,-73.9394767,yes,,,,,,,
14209115,iNat,115799296,Rachel Lloyd,2022,5,6,40.160775,-79.27294167,yes,,,,,,,
13832982,iNat,160194280,Allisun Burns,2023,5,6,42.29169321,-85.58722872,yes,,,,,,,
14106945,iNat,160487468,Heidi Wilhelm,2023,5,6,41.23838649,-81.74512994,yes,,,,,,,
13648018,iNat,161156783,Paul Marcum,2023,5,6,40.00489833,-87.53487833,yes,,,,,,,
13833752,iNat,164907034,juliakmil,2023,5,6,42.74719368,-85.36170639,yes,,,,,,,
14228579,iNat,165067822,Chris Coughenour,2023,5,6,40.43716884,-79.19041235,yes,,,,,,,
8062633,MUOB,MUOB 164818,Dave W,2014,5,6,41.1646,-75.9602,yes,,,,,,,
8186487,MUOB,MUOB 365738,billyd,2019,5,6,40.3557,-76.8526,yes,,,,,,,
8001193,MUOB,MUOB 67101,Dave W,2011,5,6,40.8431,-74.9859,yes,,,,,,,
12261154,iNat,115960909,chevar,2022,5,7,39.71374031,-84.10403788,maybe,,,,,,,
12261549,iNat,116004940,Beth Ace,2022,5,7,41.0808655,-79.7042096,maybe,,,,,,,
14227274,iNat,160256000,brachypelma,2023,5,7,40.79339041,-77.86000114,maybe,,,,,,,
14002226,iNat,160441878,Rafael Enrique Baez Segui,2023,5,7,40.87325667,-73.92611667,maybe,,,,,,,
8107587,MUOB,MUOB 238233,Linda Brynan Sears,2016,5,7,40.2769,-75.9493,maybe,,,,,,,
13938429,iNat,24740813,fungilady,2019,5,7,40.74531667,-74.55258833,yes,,,,,,,
12896178,iNat,77804250,Wendy Frauchiger,2021,5,7,42.57344667,-85.45803,yes,,,,,,,
12896290,iNat,77823224,Ohio Mushroom DNA Lab,2021,5,7,39.798745,-84.31905333,yes,,,,,,,
14097337,iNat,115960456,guardianman,2022,5,7,41.17291333,-81.313325,yes,,,,,,,
13648534,iNat,165460262,justind88,2022,5,7,41.29498977,-89.02286819,yes,,,,,,,
8086969,MUOB,MUOB 204028,Dave W,2015,5,7,41.1646,-75.9602,yes,,,,,,,
8107550,MUOB,MUOB 238186,Dave W,2016,5,7,40.9722,-77.7603,yes,,,,,,,
12899323,iNat,78250496,Rudy Colantonio,2021,5,8,42.57336167,-85.45876333,no,,,,,,,
12899529,iNat,78282905,Cara Coulter,2021,5,8,40.88776625,-79.82392566,no,,,,,,,
14106964,iNat,160626399,Al,2023,5,8,41.04916848,-82.70722146,yes,,,,,,,
13833221,iNat,161427861,huafang,2023,5,8,42.68344548,-83.4789236,yes,,,,,,,
13648538,iNat,165461917,justind88,2022,5,8,41.30082995,-89.02129958,yes,,,,,,,
8131370,MUOB,MUOB 276038,Ryan Patrick,2017,5,8,39.4949,-76.2857,yes,,,,,,,
8186708,MUOB,MUOB 366078,Dave W,2019,5,8,40.9722,-77.7603,yes,,,,,,,
13544248,iNat,160852626,calcareous fen flora,2023,5,9,41.81487278,-73.49693392,maybe,,,,,,,
12182313,iNat,105930352,Paul Sadowski,2008,5,9,40.9150024,-73.9348064,yes,,,,,,,
13541627,iNat,116378722,Matt Pulk,2022,5,9,41.78716403,-72.23468967,yes,,,,,,,
12265567,iNat,116679245,hikerman2000,2022,5,9,41.39063567,-81.59756313,yes,,,,,,,
13686674,iNat,147551106,janetsland,2022,5,9,41.42679202,-87.0623362,yes,,,,,,,
14227518,iNat,160956093,Robert Bosiljevac,2023,5,9,40.61686236,-80.02800909,yes,,,,,,,
8087019,MUOB,MUOB 204117,Phil Yeager,2015,5,9,41.1646,-75.9602,yes,,,,,,,
14252493,iNat,214849321,Kaitlyn Page,2024,5,10,42.00455271,-80.34392685,no,,,,,,,
14252494,iNat,214849519,Kaitlyn Page,2024,5,10,42.0009182,-80.3368368,no,,,,,,,
13685450,iNat,143997322,Stephen Russell,2018,5,10,39.204974,-86.368839,yes,,,,,,,
14105014,iNat,146617949,alan gibler,2006,5,10,41.93790339,-80.63149901,yes,,,,,,,
14107030,iNat,160953053,Tim Kleman,2023,5,10,41.06299083,-83.76054816,yes,,,,,,,
8042591,MUOB,MUOB 133443,Dave W,2013,5,10,40.8431,-74.9859,yes,,,,,,,
8062715,MUOB,MUOB 164998,Rocky Houghtby,2014,5,10,42.0158,-87.8431,yes,,,,,,,
12900302,iNat,78373615,spresogna,2021,5,11,40.27160892,-75.95010058,maybe,,,,,,,
8107817,MUOB,MUOB 238624,Dave W,2016,5,11,40.9703,-76.6022,maybe,,,,,,,
12265078,iNat,116584097,Joe Malmisur,2022,5,11,41.33333089,-81.41005022,no,,,,,,,
12265308,iNat,116627491,jasnoo,2022,5,11,40.8740091,-73.92308023,yes,,,,,,,
14210265,iNat,120089632,Fluff Berger,2022,5,11,40.5715533,-80.1448224,yes,,,,,,,
8062825,MUOB,MUOB 165182,Dave W,2014,5,11,41.1646,-75.9602,yes,,,,,,,
7987645,MUOB,MUOB 45312,Eddee,2010,5,11,37.947,-81.208,yes,,,,,,,
12270578,iNat,117439565,Robert Bosiljevac,2022,5,12,40.57018013,-79.90941214,maybe,,,,,,,
14249295,iNat,202066463,Kaitlyn Page,2023,5,12,42.0154076,-80.3857798,maybe,,,,,,,
14495487,iNat,215337604,Chelsea,2024,5,12,44.09696693,-87.69292002,no,,,,,,,
13833338,iNat,161981900,huafang,2023,5,12,42.8313075,-83.5892296,yes,,,,,,,
8156818,MUOB,MUOB 316468,Linda Brynan Sears,2018,5,12,40.0693,-76.8875,yes,,,,,,,
6935085,iNat,9575412,mycowalt,2014,5,13,40.67455,-80.5413,maybe,,,,,,,
6598008,MU,297116,Django Grootmyers,2017,5,13,40.0453,-82.8804,n/a,,,,,,,
13402451,MU-F-57564,57564,Django Grootmyers,2017,5,13,40.0453,-82.8804,n/a,,,,,,,
8062812,MUOB,MUOB 165154,AJ,2014,5,13,42.0858,-80.1164,no,,,,,,,
6952931,iNat,11193559,Django Grootmyers,2017,5,13,40.0497,-82.8864,yes,,,,,,,
12904646,iNat,79065591,Erik Danielsen,2021,5,13,42.11332796,-78.80126669,yes,,,,,,,
12267363,iNat,116972254,Rudy Colantonio,2022,5,13,42.50139755,-85.41230225,yes,,,,,,,
13845032,iNat,198031355,Anthony Blowers,2023,5,13,42.5738992,-85.4590984,yes,,,,,,,
8062854,MUOB,MUOB 165255,walt sturgeon,2014,5,13,40.6746,-80.5413,yes,,,,,,,
8148653,MUOB,MUOB 303455,Django Grootmyers,2017,5,13,40.0453,-82.8804,yes,,,,,,,
12199122,iNat,107391309,huafang,2021,5,14,42.82967191,-83.58884245,yes,,,,,,,
12229995,iNat,110784301,huafang,2019,5,14,42.83193,-83.590417,yes,,,,,,,
12269394,iNat,117274550,Rudy Colantonio,2022,5,14,42.52130501,-85.47863341,yes,,,,,,,
13833283,iNat,161725469,mimushroomguy,2023,5,14,42.55458538,-83.48835792,yes,,,,,,,
12268767,iNat,117179997,Chris_2E,2022,5,15,42.30458,-83.73227833,maybe,,,,,,,
12269558,iNat,117294005,baileym12,2022,5,15,35.5075786,-82.8369039,maybe,,,,,,,
12270564,iNat,117437621,Robert Bosiljevac,2022,5,15,40.61986054,-80.03172444,maybe,,,,,,,
8062895,MUOB,MUOB 165340,Dave W,2014,5,15,40.8431,-74.9859,maybe,,,,,,,
14225861,iNat,155766241,Barbora Batokova,2022,5,15,40.6997619,-79.5020236,yes,,,,,,,
8042806,MUOB,MUOB 133782,Phil Yeager,2013,5,15,41.1646,-75.9602,yes,,,,,,,
8156814,MUOB,MUOB 316461,Dave W,2018,5,15,41.1646,-75.9602,yes,,,,,,,
12270330,iNat,117409434,isa182,2022,5,16,40.97443076,-80.1253303,yes,,,,,,,
14002512,iNat,162184224,Matt Pulk,2023,5,16,41.84448342,-73.51331413,yes,,,,,,,
14194449,iNat,48298124,Jessica Leigh Allen,2013,5,17,40.1903871,-76.5629771,maybe,,,,,,,
13824001,iNat,118106398,huafang,2022,5,17,42.72509444,-83.11471944,maybe,,,,,,,
13986118,iNat,120939683,angelicaaaa,2022,5,18,43.16770651,-75.32304119,maybe,,,,,,,
12247268,iNat,113222315,huafang,2018,5,18,42.8313075,-83.5892296,yes,,,,,,,
8157122,MUOB,MUOB 316993,Huafang,2018,5,18,42.8298,-83.5908,yes,,,,,,,
8187149,MUOB,MUOB 366851,Norton,2019,5,18,41.2561,-81.5679,yes,,,,,,,
13814970,iNat,35938261,Jack Rosenhauer,2019,5,19,42.5354321,-85.354965,maybe,,,,,,,
12564676,iNat,46640299,amuliolis,2020,5,19,41.21944046,-81.58024152,maybe,,,,,,,
13833454,iNat,162657650,huafang,2023,5,19,42.8313075,-83.5892296,yes,,,,,,,
13833455,iNat,162669162,huafang,2023,5,19,42.8313075,-83.5892296,yes,,,,,,,
8087329,MUOB,MUOB 204615,AJ,2015,5,20,42.0547,-80.1823,yes,,,,,,,
12207515,iNat,108217733,huafang,2020,5,21,42.82948333,-83.58953611,yes,,,,,,,
6935099,iNat,9575487,mycowalt,2014,5,22,41.92245,-80.56425,maybe,,,,,,,
13834186,iNat,167997075,huafang,2023,5,22,42.72509444,-83.11471944,yes,,,,,,,
13694362,iNat,201999178,syd,2020,5,22,41.08490746,-85.67803827,yes,,,,,,,
8063157,MUOB,MUOB 165769,walt sturgeon,2014,5,22,41.9225,-80.5643,yes,,,,,,,
12354167,iNat,25721070,Garrett Taylor,2019,5,23,42.07502748,-78.44000361,no,,,,,,,
8063222,MUOB,MUOB 165872,Chella Moore,2014,5,23,42.2454,-85.5299,yes,,,,,,,
14083497,iNat,12785242,Fred Losi,2018,5,24,41.57472718,-81.52463352,no,,,,,,,
13639131,iNat,82507378,Brewster Johnson,2021,5,26,37.653795,-89.32566167,yes,,,,,,,
8158018,MUOB,MUOB 318339,Eva Skific,2018,5,28,42.6812,-80.3296,maybe,,,,,,,
11818315,TENN-F,TENN-F-076268,R.A. Swenie,2021,4,11,35.707,-83.3829,n/a,,,,,,,
